测试误差,训练误差,类型,b_m,d,n
0.73248606466,0.739959839357,平均加权,2,2,500
0.736454849498,0.739959839357,分数匹配加权,2,2,500
0.553199554069,0.614457831325,平均加权,2,2,500
0.554091415831,0.589357429719,分数匹配加权,2,2,500
0.60403567447,0.595381526104,平均加权,2,2,500
0.605997770346,0.595381526104,分数匹配加权,2,2,500
0.753400222965,0.755020080321,平均加权,2,2,500
0.750256410256,0.760040160643,分数匹配加权,2,2,500
0.603500557414,0.622489959839,平均加权,2,2,500
0.614849498328,0.629518072289,分数匹配加权,2,2,500
0.689877369008,0.691767068273,平均加权,2,2,500
0.685663322185,0.684738955823,分数匹配加权,2,2,500
0.666488294314,0.708835341365,平均加权,2,2,500
0.667157190635,0.704819277108,分数匹配加权,2,2,500
0.649230769231,0.642570281124,平均加权,2,2,500
0.629297658863,0.61546184739,分数匹配加权,2,2,500
0.556900780379,0.614457831325,平均加权,2,2,500
0.559018952062,0.588353413655,分数匹配加权,2,2,500
0.643166109253,0.654618473896,平均加权,2,2,500
0.649788182832,0.635542168675,分数匹配加权,2,2,500
0.708539576366,0.675702811245,平均加权,2,2,500
0.705953177258,0.675702811245,分数匹配加权,2,2,500
0.748517279822,0.699799196787,平均加权,2,2,500
0.748717948718,0.700803212851,分数匹配加权,2,2,500
0.64403567447,0.707831325301,平均加权,2,2,500
0.645507246377,0.70983935743,分数匹配加权,2,2,500
0.645529542921,0.659638554217,平均加权,2,2,500
0.641449275362,0.65562248996,分数匹配加权,2,2,500
0.636053511706,0.61546184739,平均加权,2,2,500
0.643879598662,0.60843373494,分数匹配加权,2,2,500
0.678104793757,0.678714859438,平均加权,2,2,500
0.659598662207,0.653614457831,分数匹配加权,2,2,500
0.6702787068,0.711847389558,平均加权,2,2,500
0.669052396878,0.710843373494,分数匹配加权,2,2,500
0.579620958751,0.595381526104,平均加权,2,2,500
0.568740245262,0.574297188755,分数匹配加权,2,2,500
0.679554069119,0.64859437751,平均加权,2,2,500
0.677904124861,0.649598393574,分数匹配加权,2,2,500
0.574247491639,0.624497991968,平均加权,2,2,500
0.593667781494,0.590361445783,分数匹配加权,2,2,500
0.63132664437,0.63453815261,平均加权,2,2,500
0.610011148272,0.622489959839,分数匹配加权,2,2,500
0.624102564103,0.644578313253,平均加权,2,2,500
0.621560758082,0.645582329317,分数匹配加权,2,2,500
0.569052396878,0.632530120482,平均加权,2,2,500
0.58,0.612449799197,分数匹配加权,2,2,500
0.702987736901,0.708835341365,平均加权,2,2,500
0.678639910814,0.703815261044,分数匹配加权,2,2,500
